ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Spending,Total_Purchases,Children,Customer_Tenure_Days,R_Value,F_Value,M_Value,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Customer_Segment,Education_Level,Family_Size,Has_Children,Avg_Order_Value,Purchase_Frequency_Rate,Wine_Ratio,Meat_Ratio,Product_Diversity,Premium_Product_Ratio,Web_Purchase_Ratio,Store_Purchase_Ratio,Campaign_Acceptance_Rate,Has_Complained,Engagement_Score,CLV_Estimate,Customer_Value_Score,Is_High_Spender,Is_Active,Is_Campaign_Responder,Is_Web_Shopper,Is_Deal_Seeker,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,Final_ML_Cluster,PCA1,PCA2,PCA1_3D,PCA2_3D,PCA3_3D,PCA_Opt_1
1717,1988,Graduation,Single,39747.0,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,3,11,0,36,273,13,1,77,43,13,273,3,3,3,333,9,Need Attention,3,2,1,19.5,0.1666666666666666,0.291970802919708,0.3394160583941605,6,0.7043795620437956,0.3571428571428571,0.2857142857142857,0.0,0,14.6,253.5,50.0,0,1,0,0,0,1,0,0,0,-11892.344808910238,-196.404329115868,-11892.344808910238,-196.404329115868,-206.65303240524912,-11892.34480891026
9491,1984,Graduation,Together,23976.0,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,3,11,0,40,66,10,1,184,68,10,66,2,2,2,222,6,Need Attention,3,3,1,6.0,0.054054054054054,0.208955223880597,0.3134328358208955,6,0.5522388059701493,0.2727272727272727,0.2727272727272727,0.0,0,11.4,60.0,25.0,0,1,0,0,0,1,0,0,0,-27663.235203501183,184.26470393108139,-27663.235203501183,184.26470393108139,-180.79052326840394,-27663.235203501186
9274,1961,Master,Married,80950.0,0,0,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0,63,1213,23,0,458,44,23,1213,3,5,5,355,13,Loyal Customers,4,2,0,50.54166666666666,0.0501089324618736,0.4324546952224052,0.0922570016474464,6,0.7051070840197694,0.25,0.375,0.1666666666666666,0,25.4,1458.6463470319634,83.33333333333334,1,1,1,0,0,0,1,0,1,29351.439819426872,-204.94990917873452,29351.439819426872,-204.94990917873452,168.47643434554232,29351.439819426814
6609,1966,Graduation,Widow,27038.0,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,3,11,1,58,107,7,0,649,64,7,107,2,1,2,212,5,About to Sleep,3,1,0,13.375,0.0107692307692307,0.0092592592592592,0.2314814814814814,6,0.3981481481481481,0.375,0.375,0.1666666666666666,0,10.8,166.47294520547945,16.666666666666664,0,1,1,0,0,1,0,0,0,-24599.72762936446,215.4886505005478,-24599.72762936446,215.4886505005478,183.76742534788934,-24599.727629364486
6963,1947,Graduation,Single,77457.0,0,0,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,3,11,0,77,1157,18,0,116,85,18,1157,1,4,4,144,9,At Risk,3,1,0,60.89473684210526,0.1538461538461538,0.582901554404145,0.3454231433506045,6,0.9412780656303972,0.1052631578947368,0.5263157894736842,0.1666666666666666,0,20.2,1096.1052631578946,50.0,1,1,1,0,0,0,1,0,1,25852.638059713252,-331.8914367621596,25852.638059713252,-331.8914367621596,-285.5494572000017,25852.638059713267
4440,1964,Master,Married,64100.0,0,1,2013-09-10,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,3,11,0,60,546,18,1,292,93,18,546,1,4,3,143,8,At Risk,4,3,1,28.73684210526316,0.0614334470989761,0.9305301645338208,0.0493601462522851,3,0.979890310786106,0.4210526315789473,0.3157894736842105,0.1666666666666666,0,21.4,517.2631578947369,41.66666666666667,0,0,1,0,0,0,0,-1,0,12459.488584226958,-751.6502577136032,12459.488584226958,-751.6502577136032,10.170622910118198,12459.488584226936
1379,1992,Master,Together,42670.0,0,0,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,3,11,0,32,241,11,0,428,12,11,241,5,2,3,523,10,Potential Loyalists,4,2,0,20.08333333333333,0.0256410256410256,0.6363636363636364,0.1900826446280991,6,0.9090909090909092,0.3333333333333333,0.3333333333333333,0.0,0,11.8,259.0474885844749,58.333333333333336,0,1,0,0,0,1,0,0,0,-8973.466230851162,-298.38191747644305,-8973.466230851162,-298.38191747644305,82.65888567172328,-8973.466230851176
10032,1976,Graduation,Divorced,12571.0,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,3,11,0,48,53,11,1,162,86,11,53,1,2,1,121,4,Hibernating,3,2,1,4.416666666666667,0.0674846625766871,0.0555555555555555,0.2592592592592592,6,0.3518518518518518,0.25,0.25,0.0,0,12.2,48.583333333333336,8.333333333333332,0,1,0,0,1,1,0,2,0,-39057.11155836757,676.3299588221287,-39057.11155836757,676.3299588221287,-290.4376897800772,-39057.11155836759
2826,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,57,37,7,3,244,28,7,37,4,1,1,411,6,New Customers,3,5,1,4.625,0.0285714285714285,0.6578947368421053,0.2105263157894736,4,0.9210526315789472,0.25,0.375,0.0,0,8.4,32.375,25.0,0,1,0,0,0,1,0,0,0,-29065.905794375143,210.29334269860612,-29065.905794375143,210.29334269860612,-142.3003659177619,-29065.905794375154
2437,1989,Graduation,Married,51381.5,0,0,2013-06-03,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,3,11,0,35,1611,24,0,391,69,24,1611,2,5,5,255,12,Cannot Lose Them,3,2,0,64.44,0.0612244897959183,0.5341191066997518,0.2859801488833747,6,0.8573200992555832,0.24,0.48,0.3333333333333333,0,28.6,1656.725917808219,75.0,1,1,1,0,0,0,1,0,1,-154.4227140029834,1750.0418499396085,-154.4227140029834,1750.0418499396085,-467.0565896524329,-154.42271400301252
6320,1976,Master,Single,70893.0,0,0,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,3,11,0,48,1508,23,0,508,42,23,1508,3,5,5,355,13,Loyal Customers,4,1,0,62.833333333333336,0.0451866404715127,0.5089463220675944,0.3717693836978131,6,0.931742876076872,0.25,0.4166666666666667,0.0,0,23.6,2011.3552511415528,83.33333333333334,1,1,0,0,0,0,1,0,1,19340.70879856529,1026.6010586126743,19340.70879856529,1026.6010586126743,19.50640329668994,19340.708798565276
3050,1966,Graduation,Married,54198.0,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0,58,235,16,2,194,13,16,235,5,3,3,533,11,Potential Loyalists,3,4,1,13.823529411764708,0.082051282051282,0.7838983050847458,0.1186440677966101,5,0.9152542372881356,0.1764705882352941,0.3529411764705882,0.0,0,16.8,221.1764705882353,66.66666666666666,0,1,0,0,1,1,0,2,0,2541.066217337255,-880.2559028410876,2541.066217337255,-880.2559028410876,11.143615899814677,2541.066217337233
231,1956,Master,Together,28839.0,1,1,2014-03-11,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0,68,32,7,2,110,86,7,32,1,1,1,111,3,Hibernating,4,4,1,4.0,0.063063063063063,0.7272727272727273,0.2121212121212121,3,0.9393939393939394,0.25,0.375,0.0,0,8.0,28.0,0.0,0,1,0,0,0,1,0,0,0,-22808.010710284852,-99.9803063748061,-22808.010710284852,-99.9803063748061,-175.91670069474088,-22808.010710284874
2392,1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,52,102,8,2,335,59,8,102,3,2,2,322,7,Promising,3,4,1,11.333333333333334,0.0238095238095238,0.4271844660194174,0.203883495145631,5,0.6893203883495146,0.3333333333333333,0.3333333333333333,0.0,0,9.4,90.66666666666669,33.33333333333333,0,1,0,0,0,1,0,0,0,-11332.863903976053,-477.74290853640355,-11332.863903976053,-477.74290853640355,51.11186684373888,-11332.863903976082
9478,1985,Graduation,Single,66503.0,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,3,11,0,39,401,15,1,684,30,15,401,4,3,3,433,10,Potential Loyalists,3,2,1,25.0625,0.0218978102189781,0.2263681592039801,0.3184079601990049,6,0.7064676616915423,0.25,0.375,0.0,0,15.6,704.4965753424658,58.333333333333336,0,1,0,0,0,1,0,0,0,14854.142366982749,-890.7800654680639,14854.142366982749,-890.7800654680639,544.0581025123406,14854.142366982764
113,1951,Graduation,Married,30833.0,1,1,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,3,11,0,73,28,6,2,348,33,6,28,4,1,1,411,6,New Customers,3,4,1,4.0,0.0171919770773638,0.3793103448275862,0.2413793103448276,5,0.7241379310344828,0.1428571428571428,0.4285714285714285,0.0,0,7.0,24.0,25.0,0,1,0,0,0,1,0,0,0,-20816.63616417814,-169.10219895005412,-20816.63616417814,-169.10219895005412,9.077905797298001,-20816.636164178148
2863,1970,Graduation,Single,51381.5,1,2,2013-08-23,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,3,11,0,54,1052,21,3,310,67,21,1052,2,4,4,244,10,At Risk,3,4,1,47.81818181818182,0.067524115755627,0.7008547008547008,0.1633428300094966,6,0.9135802469135802,0.0909090909090909,0.4545454545454545,0.3333333333333333,0,26.4,1004.1818181818182,58.333333333333336,1,1,1,0,0,0,1,0,1,-203.37996618457692,704.6274061766694,-203.37996618457692,704.6274061766694,-320.44815127252446,-203.37996618456964
1802,1971,Graduation,Married,64795.0,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,3,11,0,53,680,21,1,528,23,21,680,4,4,4,444,12,Champions,3,3,1,30.90909090909091,0.0396975425330812,0.604992657856094,0.1747430249632892,6,0.8355359765051396,0.1363636363636363,0.5454545454545454,0.0,0,21.4,938.9589041095892,75.0,0,1,0,0,0,0,0,0,0,13171.733378579855,-341.6375054951325,13171.733378579855,-341.6375054951325,263.6065803542242,13171.73337857984
520,1974,Graduation,Married,34421.0,1,0,2013-07-01,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0,50,30,4,1,363,81,4,30,1,1,1,111,3,Hibernating,3,3,1,6.0,0.0109890109890109,0.0967741935483871,0.2258064516129032,6,0.5161290322580645,0.2,0.4,0.0,0,5.4,24.0,0.0,0,1,0,0,0,1,0,0,0,-17232.509122059193,-330.259399304759,-17232.509122059193,-330.259399304759,51.45569277463608,-17232.5091220592
8275,1965,PhD,Divorced,47025.0,1,1,2014-02-09,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,59,20,4,2,140,6,4,20,5,1,1,511,7,New Customers,5,3,1,4.0,0.0283687943262411,0.7619047619047619,0.1428571428571428,3,0.9047619047619048,0.2,0.4,0.0,0,5.4,16.0,33.33333333333333,0,1,0,0,0,1,0,0,0,-4642.571693534497,-944.2869674957424,-4642.571693534497,-944.2869674957424,13.277909873173598,-4642.571693534468
9750,1961,PhD,Divorced,64325.0,0,1,2013-02-07,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,3,11,0,63,1307,23,1,507,41,23,1307,3,5,5,355,13,Loyal Customers,5,2,1,54.458333333333336,0.0452755905511811,0.558868501529052,0.2698776758409786,6,0.8883792048929664,0.4166666666666667,0.2083333333333333,0.0,0,24.4,1739.8318493150684,83.33333333333334,1,1,0,0,0,0,1,0,1,12760.53533254681,916.4293917063416,12760.53533254681,916.4293917063416,32.72448233389889,12760.53533254681
2607,1953,Graduation,Single,40464.0,0,1,2013-01-11,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0,71,630,24,1,534,78,24,630,2,5,3,253,10,Others,3,2,1,25.2,0.0448598130841121,0.6719492868462758,0.1870047543581616,6,0.8700475435816165,0.32,0.32,0.0,0,25.6,884.8306849315068,58.333333333333336,0,1,0,0,0,0,0,0,0,-11137.003911147338,683.1061461287354,-11137.003911147338,683.1061461287354,61.73163863023569,-11137.003911147352
7214,1957,Graduation,Married,62187.0,0,0,2013-07-05,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,3,11,0,67,1283,18,0,359,49,18,1283,3,4,5,345,12,Loyal Customers,3,2,0,67.52631578947368,0.05,0.616822429906542,0.2141744548286604,5,0.8660436137071651,0.2105263157894736,0.2631578947368421,0.0,0,18.6,1215.4736842105262,75.0,1,1,0,0,0,0,1,0,1,10609.037629055063,605.5825095828526,10609.037629055063,605.5825095828526,-295.9654667814093,10609.03762905507
5835,1976,PhD,Divorced,14849.0,1,0,2013-07-02,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,3,11,0,48,65,9,1,362,39,9,65,4,2,2,422,8,Potential Loyalists,5,2,1,6.5,0.024793388429752,0.3181818181818182,0.4242424242424242,6,0.7878787878787878,0.2,0.4,0.0,0,10.6,58.5,41.66666666666667,0,1,0,0,0,1,0,0,0,-36780.42563617822,622.5439443956865,-36780.42563617822,622.5439443956865,-142.564993567564,-36780.42563617823
3896,1984,Graduation,Married,27255.0,1,0,2013-11-07,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,40,37,5,1,234,3,5,37,5,1,1,511,7,New Customers,3,3,1,6.166666666666667,0.0212765957446808,0.5789473684210527,0.2894736842105263,5,0.868421052631579,0.1666666666666666,0.5,0.0,0,6.4,30.833333333333336,33.33333333333333,0,1,0,0,0,1,0,0,0,-24389.987732416717,-5.107228000333407,-24389.987732416717,-5.107228000333407,-108.05711361077215,-24389.98773241673
10350,1950,PhD,Married,54432.0,2,1,2013-05-09,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,74,38,5,3,416,37,5,38,4,1,1,411,6,New Customers,5,5,1,6.333333333333333,0.0119904076738609,0.8461538461538461,0.1282051282051282,2,0.9743589743589745,0.1666666666666666,0.5,0.0,0,5.8,36.09132420091324,25.0,0,1,0,0,0,1,0,0,0,2758.050183067229,-1210.626566212129,2758.050183067229,-1210.626566212129,262.0070237796573,2758.0501830672147
7786,1986,PhD,Single,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0,38,160,12,1,501,22,12,160,4,3,2,432,9,Potential Loyalists,5,2,1,12.307692307692308,0.0239043824701195,0.422360248447205,0.3664596273291925,6,0.8509316770186336,0.2307692307692307,0.3076923076923077,0.0,0,13.6,202.722866174921,50.0,0,1,0,0,1,1,0,2,0,-21637.291446225187,155.19203141350545,-21637.291446225187,155.19203141350545,67.723335226068,-21637.291446225205
2861,1983,Graduation,Single,24072.0,1,0,2013-04-16,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,3,11,0,41,23,4,1,439,79,4,23,2,1,1,211,4,About to Sleep,3,2,1,4.6,0.009090909090909,0.375,0.25,5,0.75,0.2,0.4,0.0,0,5.6,22.130410958904108,8.333333333333332,0,1,0,0,0,1,0,0,0,-27570.74184269936,143.52027067229915,-27570.74184269936,143.52027067229915,14.496673074660407,-27570.741842699368
663,1989,PhD,Single,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,35,71,6,0,291,46,6,71,3,1,2,312,6,Promising,5,1,0,10.142857142857142,0.0205479452054794,0.5555555555555556,0.2083333333333333,5,0.875,0.1428571428571428,0.4285714285714285,0.0,0,6.8,60.85714285714285,25.0,0,1,0,0,0,1,0,0,0,-17653.5112836748,-247.16450689524345,-17653.5112836748,-247.16450689524345,-24.33525152433765,-17653.5112836748
10675,1956,PhD,Married,66334.0,0,1,2013-04-03,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,3,11,1,68,1161,19,1,452,82,19,1161,1,4,4,144,9,At Risk,5,3,1,58.05,0.0419426048565121,0.7822719449225474,0.1876075731497418,4,0.9698795180722892,0.45,0.25,0.1666666666666666,0,22.0,1365.8449315068494,50.0,1,1,1,0,0,0,1,0,1,14750.6999708144,442.6235952902081,14750.6999708144,442.6235952902081,-48.02643482834617,14750.699970814385
2521,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,53,59,5,1,535,10,5,59,5,1,2,512,8,New Customers,4,3,1,9.833333333333334,0.0093283582089552,0.3833333333333333,0.2166666666666666,6,0.6333333333333333,0.1666666666666666,0.3333333333333333,0.3333333333333333,0,10.4,72.06621004566212,41.66666666666667,0,1,1,0,0,1,0,0,0,-16473.29044026185,-276.34957543629207,-16473.29044026185,-276.34957543629207,171.38675708339622,-16473.29044026186
9592,1983,Graduation,Together,22010.0,1,0,2013-06-30,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,3,11,0,41,33,7,1,364,51,7,33,3,1,1,311,5,Promising,3,3,1,4.125,0.0191780821917808,0.3235294117647059,0.2647058823529412,5,0.6764705882352942,0.25,0.375,0.0,0,8.6,28.875,16.666666666666664,0,1,0,0,0,1,0,0,0,-29629.779351233854,242.33069751667858,-29629.779351233854,242.33069751667858,-61.054449909934306,-29629.77935123387
10151,1960,Graduation,Divorced,62204.0,0,2,2012-09-12,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,3,11,0,64,946,22,2,655,38,22,946,4,4,4,444,12,Champions,3,3,1,41.130434782608695,0.0335365853658536,0.3347412882787751,0.2608236536430834,6,0.7550158394931362,0.1739130434782608,0.5217391304347826,0.0,0,22.6,1623.807027992853,75.0,0,1,0,0,0,0,0,0,0,10615.688766046798,515.6590732533305,10615.688766046798,515.6590732533305,421.81419045684254,10615.688766046791
7381,1968,Graduation,Divorced,75693.0,0,0,2012-12-06,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,3,11,1,56,1442,22,0,570,10,22,1442,5,4,5,545,14,Champions,3,1,0,62.69565217391305,0.0385288966725043,0.5523215523215523,0.203049203049203,6,0.8052668052668053,0.4782608695652174,0.2608695652173913,0.6666666666666666,0,30.8,2153.9821322215607,91.66666666666666,1,1,1,0,0,0,1,0,1,24134.963912750303,831.6759608977932,24134.963912750303,831.6759608977932,255.8267806065636,24134.96391275036
4099,1972,Graduation,Married,30675.0,1,0,2012-11-12,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,3,11,0,52,62,5,1,594,14,5,62,5,1,2,512,8,New Customers,3,3,1,10.333333333333334,0.0084033613445378,0.1587301587301587,0.2539682539682539,6,0.5873015873015873,0.1666666666666666,0.5,0.0,0,6.6,84.08219178082193,41.66666666666667,0,1,0,0,0,1,0,0,0,-20971.099263407144,-55.26721923851278,-20971.099263407144,-55.26721923851278,176.231777038029,-20971.099263407144
9560,1965,Graduation,Together,83003.0,0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,3,11,1,59,1674,22,0,483,18,22,1674,5,4,5,545,14,Champions,3,2,0,72.78260869565217,0.0454545454545454,0.511044776119403,0.3402985074626866,6,0.875223880597015,0.3043478260869565,0.3478260869565217,0.3333333333333333,0,26.6,2118.8712328767124,91.66666666666666,1,1,1,0,0,0,1,0,1,31449.87571231436,721.8548150295362,31449.87571231436,721.8548150295362,18.161257293229085,31449.875712314344
10172,1988,Graduation,Single,68655.0,0,0,2012-08-10,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,3,11,0,36,1538,21,0,688,95,21,1538,1,4,5,145,10,Cannot Lose Them,3,1,0,69.9090909090909,0.0304789550072568,0.2962962962962963,0.5406107862248213,6,0.8856400259909032,0.1818181818181818,0.5,0.0,0,21.6,2767.250809464508,58.333333333333336,1,0,0,0,0,0,1,3,1,17126.211557713483,1677.0190007490419,17126.211557713483,1677.0190007490419,438.63608904982505,17126.211557713512
11191,1986,Graduation,Divorced,41411.0,0,0,2013-12-07,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,3,11,0,38,139,8,0,204,11,8,139,5,2,2,522,9,Potential Loyalists,3,1,0,15.444444444444445,0.0390243902439024,0.2642857142857143,0.2714285714285714,6,0.6142857142857143,0.2222222222222222,0.4444444444444444,0.0,0,9.2,123.55555555555556,50.0,0,1,0,0,0,1,0,0,0,-10241.216359026519,-486.57823948243527,-10241.216359026519,-486.57823948243527,-44.84388268003937,-10241.216359026526
9707,1969,PhD,Married,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0,55,1182,20,1,583,65,20,1182,2,4,5,245,11,Cannot Lose Them,5,3,1,56.285714285714285,0.0342465753424657,0.9323753169907016,0.0380388841927303,3,0.970414201183432,0.1904761904761904,0.5238095238095238,0.3333333333333333,0,25.6,1798.0587084148729,66.66666666666666,1,1,1,0,0,0,1,0,1,3654.8790807791447,1313.5657724954694,3654.8790807791447,1313.5657724954694,111.6419738601885,3654.879080779123
6245,1950,PhD,Together,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0,74,507,18,1,381,71,18,507,2,4,3,243,9,At Risk,5,3,1,26.68421052631579,0.0471204188481675,0.7440944881889764,0.1338582677165354,6,0.9153543307086616,0.1578947368421052,0.4210526315789473,0.0,0,18.6,501.37072819033887,50.0,0,1,0,0,0,0,0,0,0,7653.130781648724,-592.829454229855,7653.130781648724,-592.829454229855,65.45945610321314,7653.13078164871
8234,1973,Basic,Together,27190.0,1,0,2013-08-15,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,3,11,1,51,18,4,1,318,13,4,18,5,1,1,511,7,New Customers,1,3,1,3.6,0.012539184952978,0.0526315789473684,0.3684210526315789,5,0.4210526315789473,0.2,0.4,0.3333333333333333,0,9.6,14.4,33.33333333333333,0,1,1,0,0,1,0,0,0,-24456.584429748505,-25.500990744837736,-24456.584429748505,-25.500990744837736,-39.4903808660556,-24456.584429748527
1411,1952,Graduation,Divorced,82623.0,0,0,2013-11-10,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,3,11,0,72,940,16,0,231,58,16,940,3,3,4,334,10,Others,3,1,0,55.294117647058826,0.0689655172413793,0.2167906482465462,0.2167906482465462,6,0.6163655685441021,0.1176470588235294,0.2352941176470588,0.0,0,16.2,884.7058823529412,58.333333333333336,0,1,0,0,0,0,1,0,1,30990.185289240064,-1026.7101596226448,30990.185289240064,-1026.7101596226448,20.840402831104996,30990.185289240035
8553,1965,Graduation,Married,44300.0,1,1,2013-06-23,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,3,11,0,59,42,6,2,371,65,6,42,2,1,1,211,4,About to Sleep,3,4,1,6.0,0.0161290322580645,0.6976744186046512,0.2093023255813953,3,0.9069767441860463,0.1428571428571428,0.4285714285714285,0.0,0,7.2,36.59178082191781,8.333333333333332,0,1,0,0,0,1,0,0,0,-7362.868213719681,-752.1376671925466,-7362.868213719681,-752.1376671925466,137.28195836975874,-7362.868213719681
1826,1970,Graduation,Divorced,84835.0,0,0,2014-06-16,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,3,11,1,54,1190,15,0,13,0,15,1190,5,3,5,535,13,Potential Loyalists,3,1,0,74.375,1.0714285714285714,0.1586901763224181,0.3182199832073887,6,0.5701091519731318,0.25,0.375,0.1666666666666666,0,17.2,1115.625,83.33333333333334,1,1,1,0,0,0,1,0,1,33219.570504816875,-746.0797837991433,33219.570504816875,-746.0797837991433,-222.29115141277612,33219.57050481683
8842,1971,Graduation,Widow,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,53,44,8,2,551,33,8,44,4,2,1,421,7,Potential Loyalists,3,3,1,4.888888888888889,0.0144927536231884,0.3333333333333333,0.2666666666666666,5,0.7555555555555555,0.2222222222222222,0.3333333333333333,0.0,0,9.4,59.04170471841705,33.33333333333333,0,1,0,0,1,1,0,2,0,-21275.334092069555,-80.79243620775378,-21275.334092069555,-80.79243620775378,146.42985248895002,-21275.334092069574
11030,1976,Master,Married,33181.0,1,0,2014-01-03,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,3,11,0,48,16,4,1,177,90,4,16,1,1,1,111,3,Hibernating,4,3,1,3.2,0.0224719101123595,0.5294117647058824,0.1764705882352941,3,0.7058823529411765,0.2,0.4,0.1666666666666666,0,7.2,12.8,0.0,0,1,1,0,0,1,0,0,0,-18472.099428151887,-317.8398468073758,-18472.099428151887,-317.8398468073758,-82.38319815542678,-18472.099428151916
2579,1957,Graduation,Married,71113.0,0,1,2013-12-17,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,3,11,0,67,835,26,1,194,95,26,835,1,5,4,154,10,Cannot Lose Them,3,3,1,30.925925925925927,0.1333333333333333,0.5921052631578947,0.3050239234449761,6,0.9102870813397128,0.2222222222222222,0.3333333333333333,0.0,0,26.8,804.0740740740741,58.333333333333336,0,0,0,0,0,0,0,1,0,19488.53995936786,-592.0034662042524,19488.53995936786,-592.0034662042524,-120.87696920330825,19488.53995936783
175,1986,Graduation,Married,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,38,1443,22,1,535,93,22,1443,1,4,5,145,10,Cannot Lose Them,3,3,1,62.73913043478261,0.0410447761194029,0.4542936288088642,0.3150969529085872,6,0.8054016620498615,0.3478260869565217,0.3478260869565217,0.3333333333333333,0,26.8,2023.122096486004,58.333333333333336,1,0,1,0,0,0,1,3,1,20393.7984130486,893.2894697103621,20393.7984130486,893.2894697103621,138.28290862621793,20393.79841304863
9185,1966,PhD,Single,69759.0,0,0,2013-10-28,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,3,11,1,58,1029,18,0,244,38,18,1029,4,4,4,444,12,Champions,5,1,0,54.1578947368421,0.073469387755102,0.4388349514563107,0.4990291262135922,5,0.950485436893204,0.2105263157894736,0.2631578947368421,0.1666666666666666,0,20.6,974.8421052631578,75.0,0,1,1,0,0,0,1,0,1,18151.50139857705,-204.4196266316087,18151.50139857705,-204.4196266316087,-205.53760168014736,18151.501398577107
11056,1974,Graduation,Married,72099.0,0,0,2012-10-27,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,3,11,0,50,1188,18,0,610,18,18,1188,5,4,5,545,14,Champions,3,2,0,62.526315789473685,0.0294599018003273,0.4592094196804037,0.3448275862068966,5,0.904121110176619,0.1578947368421052,0.5263157894736842,0.0,0,18.2,1880.9286229271809,91.66666666666666,1,1,0,0,0,0,1,0,1,20522.702496646874,533.354201442227,20522.702496646874,533.354201442227,344.22945646853043,20522.702496646845
